268.816, 130.640, 8.386, 10.484 False
268.536, 130.629, 8.385, 10.517 False
268.257, 130.619, 8.384, 10.550 False
267.978, 130.608, 8.384, 10.583 False
267.699, 130.597, 8.383, 10.616 False
267.420, 130.586, 8.382, 10.649 False
267.140, 130.575, 8.381, 10.682 False
266.861, 130.564, 8.380, 10.715 False
266.582, 130.553, 8.379, 10.748 False
266.303, 130.541, 8.378, 10.781 False
266.024, 130.530, 8.377, 10.814 False
265.745, 130.517, 8.376, 10.847 False
265.466, 130.505, 8.375, 10.880 False
265.188, 130.493, 8.374, 10.913 False
264.909, 130.481, 8.373, 10.946 False
264.630, 130.468, 8.372, 10.979 False
264.351, 130.455, 8.371, 11.012 False
264.072, 130.442, 8.371, 11.045 False
263.794, 130.429, 8.370, 11.078 False
263.515, 130.416, 8.369, 11.111 False
263.236, 130.403, 8.368, 11.144 False
262.958, 130.390, 8.368, 11.177 False
262.679, 130.377, 8.367, 11.210 False
262.401, 130.363, 8.366, 11.243 False
262.122, 130.350, 8.365, 11.276 False
261.844, 130.337, 8.365, 11.309 False
261.565, 130.324, 8.364, 11.342 False
261.287, 130.310, 8.363, 11.375 False
261.008, 130.297, 8.362, 11.408 False
260.730, 130.283, 8.362, 11.441 False
260.451, 130.270, 8.361, 11.474 False
260.173, 130.256, 8.360, 11.507 False
259.895, 130.242, 8.360, 11.540 False
259.617, 130.228, 8.359, 11.573 False
259.338, 130.214, 8.358, 11.606 False
259.060, 130.200, 8.358, 11.639 False
258.782, 130.186, 8.357, 11.672 False
258.504, 130.173, 8.357, 11.705 False
258.225, 130.159, 8.356, 11.738 False
257.947, 130.145, 8.356, 11.771 False
257.669, 130.131, 8.355, 11.804 False
257.391, 130.117, 8.354, 11.837 False
257.113, 130.104, 8.354, 11.870 False
256.835, 130.090, 8.353, 11.903 False
256.557, 130.076, 8.353, 11.936 False
256.278, 130.062, 8.352, 11.969 False
256.000, 130.049, 8.352, 12.002 False
255.722, 130.035, 8.352, 12.035 False
255.444, 130.021, 8.351, 12.068 False
255.166, 130.008, 8.351, 12.101 False
254.888, 129.994, 8.350, 12.134 False
254.610, 129.981, 8.350, 12.167 False
254.332, 129.967, 8.349, 12.200 False
254.054, 129.954, 8.349, 12.233 False
253.776, 129.940, 8.349, 12.266 False
253.498, 129.927, 8.348, 12.299 False
253.220, 129.914, 8.348, 12.332 False
252.942, 129.901, 8.347, 12.365 False
252.665, 129.888, 8.347, 12.398 False
252.387, 129.875, 8.347, 12.431 False
252.109, 129.862, 8.346, 12.464 False
251.831, 129.849, 8.346, 12.497 False
251.553, 129.836, 8.346, 12.530 False
251.275, 129.823, 8.345, 12.563 False
250.997, 129.811, 8.345, 12.596 False
250.719, 129.799, 8.345, 12.629 False
250.441, 129.786, 8.344, 12.662 False
250.163, 129.774, 8.344, 12.695 False
249.886, 129.762, 8.344, 12.728 False
249.608, 129.750, 8.344, 12.761 False
249.330, 129.738, 8.343, 12.794 False
249.052, 129.726, 8.343, 12.827 False
248.774, 129.714, 8.343, 12.860 False
248.496, 129.702, 8.343, 12.893 False
248.218, 129.691, 8.342, 12.926 False
247.941, 129.679, 8.342, 12.959 False
247.663, 129.668, 8.342, 12.992 False
247.385, 129.656, 8.342, 13.025 False
247.107, 129.645, 8.341, 13.058 False
246.829, 129.634, 8.341, 13.091 False
246.551, 129.623, 8.341, 13.124 False
246.274, 129.612, 8.341, 13.157 False
245.996, 129.601, 8.341, 13.190 False
245.718, 129.591, 8.340, 13.223 False
245.440, 129.581, 8.340, 13.256 False
245.162, 129.570, 8.340, 13.289 False
244.885, 129.560, 8.340, 13.322 False
244.607, 129.550, 8.340, 13.355 False
244.329, 129.540, 8.340, 13.388 False
244.051, 129.531, 8.339, 13.421 False
243.773, 129.522, 8.339, 13.454 False
243.495, 129.512, 8.339, 13.487 False
243.218, 129.503, 8.339, 13.520 False
242.940, 129.494, 8.339, 13.553 False
242.662, 129.484, 8.339, 13.586 False
242.384, 129.476, 8.339, 13.619 False
242.106, 129.467, 8.338, 13.652 False
241.829, 129.458, 8.338, 13.685 False
241.551, 129.449, 8.338, 13.718 False
241.273, 129.441, 8.338, 13.751 False
240.995, 129.433, 8.338, 13.784 False
240.717, 129.424, 8.338, 13.817 False
240.440, 129.416, 8.338, 13.850 False
240.162, 129.408, 8.338, 13.883 False
239.884, 129.400, 8.337, 13.916 False
239.606, 129.393, 8.337, 13.949 False
239.328, 129.385, 8.337, 13.982 False
239.050, 129.377, 8.337, 14.015 False
238.773, 129.370, 8.337, 14.048 False
238.495, 129.363, 8.337, 14.081 False
238.217, 129.356, 8.337, 14.114 False
237.939, 129.349, 8.337, 14.147 False
237.661, 129.342, 8.337, 14.180 False
237.384, 129.335, 8.337, 14.213 False
237.106, 129.328, 8.336, 14.246 False
236.828, 129.321, 8.336, 14.279 False
236.550, 129.315, 8.336, 14.312 False
236.272, 129.309, 8.336, 14.345 False
235.994, 129.302, 8.336, 14.378 False
235.717, 129.297, 8.336, 14.411 False
235.439, 129.291, 8.336, 14.444 False
235.161, 129.286, 8.336, 14.477 False
234.883, 129.280, 8.336, 14.510 False
234.605, 129.275, 8.336, 14.543 False
234.328, 129.269, 8.336, 14.576 False
234.050, 129.264, 8.336, 14.609 False
233.772, 129.259, 8.336, 14.642 False
233.494, 129.254, 8.335, 14.675 False
233.216, 129.249, 8.335, 14.708 False
232.938, 129.246, 8.335, 14.741 False
232.661, 129.241, 8.335, 14.774 False
232.383, 129.237, 8.335, 14.807 False
232.105, 129.233, 8.335, 14.840 False
231.827, 129.229, 8.335, 14.873 False
231.549, 129.225, 8.335, 14.906 False
231.272, 129.222, 8.335, 14.939 False
230.994, 129.218, 8.335, 14.972 False
230.716, 129.215, 8.335, 15.005 False
230.438, 129.212, 8.335, 15.038 False
230.160, 129.209, 8.335, 15.071 False
229.883, 129.206, 8.335, 15.104 False
229.605, 129.203, 8.335, 15.137 False
229.327, 129.201, 8.335, 15.170 False
229.049, 129.198, 8.335, 15.203 False
228.771, 129.195, 8.335, 15.236 False
228.493, 129.194, 8.334, 15.269 False
228.216, 129.192, 8.334, 15.302 False
227.938, 129.190, 8.334, 15.335 False
227.660, 129.188, 8.334, 15.368 False
227.382, 129.186, 8.334, 15.401 False
227.104, 129.184, 8.334, 15.434 False
226.827, 129.182, 8.334, 15.467 False
226.549, 129.181, 8.334, 15.500 False
226.271, 129.179, 8.334, 15.533 False
225.993, 129.178, 8.334, 15.566 False
225.715, 129.177, 8.334, 15.599 False
225.438, 129.176, 8.334, 15.632 False
